Rank,Name,Park,Location,Supplier,Year,Awarded,Type,Design,Status,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Duration,G-Force,Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop,Designer
11,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B&M,2001,2018,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,"5,394.00",230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
12,Intimidator 305,Kings Dominion,"Doswell, Va.",Intamin,2010,2018,Steel,Sit Down,Operating,4/2/2010,Doswell,Virginia,United States,Intamin Amusement Rides,"5,100.00",305.0,90.0,0.0,['Cable Lift Hill'],300.0,3:00,,85.0,,,,,,,,
14,Magnum XL-200,Cedar Point,"Sandusky, Ohio",Arrow,1989,2018,Steel,Sit Down,Operating,5/6/1989,Sandusky,Ohio,United States,Arrow Dynamics,"5,106.00",205.0,72.0,0.0,"['Chain Lift Hill', 'Tunnel', 'Tunnel', 'Tunnel']",194.7,2:00,,60.0,,,,,,,,
15,Taron,Phantasialand,"Brühl, Germany",Intamin,2016,2018,Steel,Sit Down,Operating,6/30/2016,Brühl,North Rhine-Westphalia,Germany,Intamin Amusement Rides,"4,330.80",98.4,72.7,0.0,"['LSM Launch', 'LSM Boost']",,,,,,,,,,,,
17,Mako,SeaWorld Orlando,"Orlando, Fla.",B&M,2016,2018,Steel,Sit Down,Operating,6/10/2016,Orlando,Florida,United States,Bolliger & Mabillard,"4,760.00",200.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",200.0,,,,,,,,,,,
18,Time Traveler,Silver Dollar City,"Branson, Mo.",Mack,2018,2018,Steel,Sit Down,Operating,3/14/2018,Branson,Missouri,United States,Mack Rides GmbH & Co KG,"3,020.00",100.0,50.3,3.0,"['Dive Loop', 'LSM Launch', 'Loop', 'Zero-G Roll', 'LSM Boost']",90.0,1:57,,90.0,,,,,14.0,,,
21,Helix,Liseberg,"Gothenburg, Sweden",Mack,2014,2018,Steel,Sit Down,Operating,4/26/2014,Gothenburg,Västra Götaland,Sweden,Mack Rides GmbH & Co KG,"4,530.80",134.5,62.1,7.0,"['Corkscrew', 'LSM Launch (rolling)', 'Corkscrew', 'Norwegian Loop', 'Zero-G Roll', 'LSM Boost', 'Top Hat - Inside', 'In-Line Twist']",,2:10,4.3,,,,,,,,,
22,Intimidator,Carowinds,"Charlotte, N.C.",B&M,2010,2018,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,"5,316.00",232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
23,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2018,Steel,Sit Down,Operating,4/22/2011,Arlington,Texas,United States,Rocky Mountain Construction,"4,200.00",153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,,,79.0,,,,,,,,
24,Twisted Colossus,Six Flags Magic Mountain,"Valencia, Calif.",Rocky Mountain,2015,2018,Steel,Sit Down,Operating,5/23/2015,Valencia,California,United States,Rocky Mountain Construction,"4,990.00",121.0,57.0,2.0,"['Chain Lift Hill', 'High Five', 'Zero-G Roll', 'Chain Lift Hill', 'High Five', 'Top Gun Stall']",128.0,3:40,,80.0,,,,,,,,
26,Goliath,Six Flags Over Georgia,"Austell, Ga.",B&M,2006,2018,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,"4,480.00",200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
28,Montu,Busch Gardens Tampa,"Tampa, Fla.",B&M,1996,2018,Steel,Inverted,Operating,5/16/1996,Tampa,Florida,United States,Bolliger & Mabillard,"3,983.00",150.0,60.0,7.0,"['Chain Lift Hill', 'Loop', 'Immelmann', 'Zero-G Roll', 'Batwing', 'Block Brake', 'Loop', 'Corkscrew']",128.0,3:00,3.8,50.0,,,,,,,,
29,Banshee,Kings Island,"Mason, Ohio",B&M,2014,2018,Steel,Inverted,Operating,4/18/2014,Mason,Ohio,United States,Bolliger & Mabillard,"4,124.00",167.0,68.0,7.0,"['Chain Lift Hill', 'Dive Loop', 'Loop', 'Zero-G Roll', 'Pretzel Knot', 'Loop', 'In-Line Twist']",150.0,2:40,,,,,,,,,,
30,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2018,Steel,Sit Down,Operating,5/26/2012,Hershey,Pennsylvania,United States,Intamin Amusement Rides,"3,600.00",200.0,75.0,0.0,['Cable Lift Hill'],,,,85.0,,,,,,,,
31,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2001,2018,Steel,Wing,Operating,1/12/2002,Valencia,California,United States,Arrow Dynamics,"3,610.00",175.0,76.0,2.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",215.0,,4.0,88.5,,,,,,,,
32,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,1997,2018,Steel,Inverted,Operating,3/22/1997,Williamsburg,Virginia,United States,Bolliger & Mabillard,"3,828.00",195.0,67.0,6.0,"['Chain Lift Hill', 'Immelmann', 'Loop', 'Tunnel', 'Cobra Roll', 'Block Brake', 'Zero-G Roll', 'Corkscrew']",170.0,3:10,3.7,,,,,,,,,
33,Wicked Cyclone,Six Flags New England,"Agawam, Mass.",Rocky Mountain,2015,2018,Steel,Sit Down,Operating,5/24/2015,Agawam,Massachusetts,United States,Rocky Mountain Construction,"3,320.00",109.0,55.0,3.0,"['Chain Lift Hill', 'Zero-G Stall', 'Zero-G Roll', 'Zero-G Roll']",,,,78.0,,,,,,,,
34,Black Mamba,Phantasialand,"Brühl, Germany",B&M,2006,2018,Steel,Inverted,Operating,5/24/2006,Brühl,North Rhine-Westphalia,Germany,Bolliger & Mabillard,"2,519.70",85.3,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Jr. Immelmann', 'Corkscrew', 'Corkscrew']",88.6,,4.0,,,,,,,,,
35,Cheetah Hunt,Busch Gardens Tampa,"Tampa, Fla.",Intamin,2011,2018,Steel,Sit Down,Operating,5/27/2011,Tampa,Florida,United States,Intamin Amusement Rides,"4,429.00",102.0,60.0,1.0,"['LSM Launch', 'LSM Boost', 'Windcatcher Tower', 'Heartline Roll', 'LSM Boost']",130.0,,4.0,,,,,,,,,
36,Verbolten,Busch Gardens Williamsburg,"Williamsburg, Va.",Zierer,2012,2018,Steel,Sit Down,Operating,5/18/2012,Williamsburg,Virginia,United States,Zierer,"2,835.00",,53.0,0.0,"['LSM Launch', 'Vertical Drop Track', 'LSM Launch']",88.0,3:25,,,,,,,,,,
37,Kumba,Busch Gardens Tampa,"Tampa, Fla.",B&M,1993,2018,Steel,Sit Down,Operating,4/20/1993,Tampa,Florida,United States,Bolliger & Mabillard,"3,978.00",143.0,60.0,7.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Interlocking Corkscrews']",135.0,2:54,3.8,,,,,,,,,
38,Twisted Timbers,Kings Dominion,"Doswell, Va.",Rocky Mountain,2018,2018,Steel,Sit Down,Operating,3/24/2018,Doswell,Virginia,United States,Rocky Mountain Construction,"3,361.00",111.0,54.0,3.0,"['Chain Lift Hill', 'Barrel Roll Downdrop', 'Over-Banked Curve', 'Cutback', 'Zero-G Roll']",,,,,,,,,,,,
39 – tie,Jetline,Gröna Lund,"Stockholm, Sweden",Schwarzkopf,1988,2018,Steel,Sit Down,SBNO,4/23/1988,Stockholm,Stockholm,Sweden,Zierer,"2,624.70",105.0,55.9,0.0,"['Chain Lift Hill', 'Tunnel', 'Block Brake', 'Block Brake', 'Block Brake', 'Tunnel']",,1:30,4.5,80.0,,,,,,,,
41,Goliath,La Ronde,"Montreal, Quebec, Canada",B&M,2006,2018,Steel,Sit Down,Operating,5/13/2006,Montréal,Québec,Canada,Bolliger & Mabillard,"4,038.80",174.8,68.3,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",170.6,,,70.0,,,,,,,,
42,Lisebergbanan,Liseberg,"Gothemburg, Sweden",Schwarzkopf,1987,2018,Steel,Sit Down,Operating,4/18/1987,Gothenburg,Västra Götaland,Sweden,Zierer,"4,397.00",147.7,49.7,0.0,,,,3.0,36.0,,,,,,,,
43,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,2007,2018,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,"3,108.00",205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
44,Cannibal,Lagoon,"Farmington, Utah",Lagoon,2015,2018,Steel,Sit Down,Operating,7/2/2015,Farmington,Utah,United States,ART Engineering GmbH,"2,735.00",208.0,70.0,3.0,"['Elevator Lift', 'Immelmann', 'Dive Loop', 'Over-Banked Curve', 'Block Brake', 'Lagoon Roll', 'Helix']",,2:30,,116.0,,,,,,,,
47,Storm Chaser,Kentucky Kingdom,"Louisville, Ky.",Rocky Mountain,2016,2018,Steel,Sit Down,Operating,4/30/2016,Louisville,Kentucky,United States,Rocky Mountain Construction,"2,744.00",100.0,52.0,2.0,"['Chain Lift Hill', 'Barrel Roll Downdrop', 'Over-Banked Curve', 'Over-Banked Curve', 'Zero-G Roll (variant)']",,1:40,3.8,78.0,,,,13.0,,,,
48,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B&M,1999,2018,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,"5,057.00",202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
49,Thunderbird,Holiday World,"Santa Claus, Ind.",B&M,2015,2018,Steel,Wing,Operating,4/25/2015,Santa Claus,Indiana,United States,Bolliger & Mabillard,"3,035.00",140.0,60.0,4.0,"['LSM Launch', 'Immelmann', 'Loop', 'Zero-G Roll', 'In-Line Twist']",,1:18,,,,,,,,,,
50,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2018,Steel,Sit Down,Operating,1976,Gurnee,Illinois,United States,Schwarzkopf,"3,100.00",70.0,42.0,0.0,['Electric Spiral Lift'],64.0,2:00,,,,,,,,,,
1,Fury 325,Carowinds,"Charlotte, N.C.",2015,B&M,2017,Steel,Sit Down,Operating,3/28/2015,Charlotte,North Carolina,United States,Bolliger & Mabillard,"6,602.00",325.0,95.0,0.0,['Chain Lift Hill'],320.0,,,81.0,,,,,,,,
2,Millennium Force,Cedar Point,"Sandusky, Ohio",2000,Intamin,2017,Steel,Sit Down,Operating,5/13/2000,Sandusky,Ohio,United States,Intamin Amusement Rides,"6,595.00",310.0,93.0,0.0,"['Cable Lift Hill', 'Over-Banked Curve', 'Tunnel', 'Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Hill', 'Tunnel', 'Over-Banked Curve']",300.0,2:20,,80.0,,,,,,,,
4,Iron Rattler,Six Flags Fiesta Texas,"San Antonio, Texas",2013,RMC,2017,Steel,Sit Down,Operating,5/25/2013,San Antonio,Texas,United States,Rocky Mountain Construction,"3,266.00",179.0,70.0,1.0,"['Chain Lift Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Zero-G Roll', 'Over-Banked Curve', 'Over-Banked Curve', 'Tunnel']",171.0,,,81.0,,,,,,,,
5,Expedition GeForce,Holiday Park,"Hassloch, Germany",2001,Intamin,2017,Steel,Sit Down,Operating,6/18/2001,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,"4,002.60",173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,1:15,4.5,82.0,,,,,,,,
7,Nitro,Six Flags Great Adventure,"Jackson, N.J.",2001,B&M,2017,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,"5,394.00",230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
8,Diamondback,Kings Island,"Mason, Ohio",2009,B&M,2017,Steel,Sit Down,Operating,4/18/2009,Mason,Ohio,United States,Bolliger & Mabillard,"5,282.00",230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,3:00,,74.0,,,,,,,,
9,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",2011,RMC,2017,Steel,Sit Down,Operating,4/22/2011,Arlington,Texas,United States,Rocky Mountain Construction,"4,200.00",153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,,,79.0,,,,,,,,
10,Maverick,Cedar Point,"Sandusky, Ohio",2007,Intamin,2017,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,"4,450.00",105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
13,Intimidator 305,Kings Dominion,"Doswell, Va.",2010,Intamin,2017,Steel,Sit Down,Operating,4/2/2010,Doswell,Virginia,United States,Intamin Amusement Rides,"5,100.00",305.0,90.0,0.0,['Cable Lift Hill'],300.0,3:00,,85.0,,,,,,,,
14-tie,Goliath,Six Flags Over Georgia,"Austell, Ga.",2006,B&M,2017,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,"4,480.00",200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
14-tie,Wicked Cyclone,Six Flags New England,"Agawam, Mass.",2015,RMC,2017,Steel,Sit Down,Operating,5/24/2015,Agawam,Massachusetts,United States,Rocky Mountain Construction,"3,320.00",109.0,55.0,3.0,"['Chain Lift Hill', 'Zero-G Stall', 'Zero-G Roll', 'Zero-G Roll']",,,,78.0,,,,,,,,
16,Twisted Colossus,Six Flags Magic Mountain,"Valencia, Calif.",2015,RMC,2017,Steel,Sit Down,Operating,5/23/2015,Valencia,California,United States,Rocky Mountain Construction,"4,990.00",121.0,57.0,2.0,"['Chain Lift Hill', 'High Five', 'Zero-G Roll', 'Chain Lift Hill', 'High Five', 'Top Gun Stall']",128.0,3:40,,80.0,,,,,,,,
19,Intimidator,Carowinds,"Charlotte, N.C.",2010,B&M,2017,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,"5,316.00",232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
21,Taron,Phantasialand,"Brühl, Germany",2016,Intamin,2017,Steel,Sit Down,Operating,6/30/2016,Brühl,North Rhine-Westphalia,Germany,Intamin Amusement Rides,"4,330.80",98.4,72.7,0.0,"['LSM Launch', 'LSM Boost']",,,,,,,,,,,,
22,Banshee,Kings Island,"Mason, Ohio",2014,B&M,2017,Steel,Inverted,Operating,4/18/2014,Mason,Ohio,United States,Bolliger & Mabillard,"4,124.00",167.0,68.0,7.0,"['Chain Lift Hill', 'Dive Loop', 'Loop', 'Zero-G Roll', 'Pretzel Knot', 'Loop', 'In-Line Twist']",150.0,2:40,,,,,,,,,,
23,Magnum XL-200,Cedar Point,"Sandusky, Ohio",1989,Arrow,2017,Steel,Sit Down,Operating,5/6/1989,Sandusky,Ohio,United States,Arrow Dynamics,"5,106.00",205.0,72.0,0.0,"['Chain Lift Hill', 'Tunnel', 'Tunnel', 'Tunnel']",194.7,2:00,,60.0,,,,,,,,
24,Skyrush,Hersheypark,"Hershey, Pa.",2012,Intamin,2017,Steel,Sit Down,Operating,5/26/2012,Hershey,Pennsylvania,United States,Intamin Amusement Rides,"3,600.00",200.0,75.0,0.0,['Cable Lift Hill'],,,,85.0,,,,,,,,
25,X2,Six Flags Magic Mountain,"Valencia, Calif.",2002,Arrow,2017,Steel,Wing,Operating,1/12/2002,Valencia,California,United States,Arrow Dynamics,"3,610.00",175.0,76.0,2.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",215.0,,4.0,88.5,,,,,,,,
27,Montu,Busch Gardens Tampa,"Tampa, Fla.",1996,B&M,2017,Steel,Inverted,Operating,5/16/1996,Tampa,Florida,United States,Bolliger & Mabillard,"3,983.00",150.0,60.0,7.0,"['Chain Lift Hill', 'Loop', 'Immelmann', 'Zero-G Roll', 'Batwing', 'Block Brake', 'Loop', 'Corkscrew']",128.0,3:00,3.8,50.0,,,,,,,,
29-tie,Cheetah Hunt,Busch Gardens Tampa,"Tampa, Fla.",2011,Intamin,2017,Steel,Sit Down,Operating,5/27/2011,Tampa,Florida,United States,Intamin Amusement Rides,"4,429.00",102.0,60.0,1.0,"['LSM Launch', 'LSM Boost', 'Windcatcher Tower', 'Heartline Roll', 'LSM Boost']",130.0,,4.0,,,,,,,,,
29-tie,Helix,Liseberg,"Gothenburg, Sweden",2014,Mack,2017,Steel,Sit Down,Operating,4/26/2014,Gothenburg,Västra Götaland,Sweden,Mack Rides GmbH & Co KG,"4,530.80",134.5,62.1,7.0,"['Corkscrew', 'LSM Launch (rolling)', 'Corkscrew', 'Norwegian Loop', 'Zero-G Roll', 'LSM Boost', 'Top Hat - Inside', 'In-Line Twist']",,2:10,4.3,,,,,,,,,
31,Mako,SeaWorld Orlando,"Orlando, Fla.",2016,B&M,2017,Steel,Sit Down,Operating,6/10/2016,Orlando,Florida,United States,Bolliger & Mabillard,"4,760.00",200.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",200.0,,,,,,,,,,,
32,Cannibal,Lagoon,"Farmington, Utah",2015,Lagoon,2017,Steel,Sit Down,Operating,7/2/2015,Farmington,Utah,United States,ART Engineering GmbH,"2,735.00",208.0,70.0,3.0,"['Elevator Lift', 'Immelmann', 'Dive Loop', 'Over-Banked Curve', 'Block Brake', 'Lagoon Roll', 'Helix']",,2:30,,116.0,,,,,,,,
33,Storm Chaser,Kentucky Kingdom,"Louisville, Ky.",2016,RMC,2017,Steel,Sit Down,Operating,4/30/2016,Louisville,Kentucky,United States,Rocky Mountain Construction,"2,744.00",100.0,52.0,2.0,"['Chain Lift Hill', 'Barrel Roll Downdrop', 'Over-Banked Curve', 'Over-Banked Curve', 'Zero-G Roll (variant)']",,1:40,3.8,78.0,,,,13.0,,,,
34,Raging Bull,Six Flags Great America,"Gurnee, Ill.",1999,B&M,2017,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,"5,057.00",202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
35,Black Mamba,Phantasialand,"Brühl, Germany",2006,B&M,2017,Steel,Inverted,Operating,5/24/2006,Brühl,North Rhine-Westphalia,Germany,Bolliger & Mabillard,"2,519.70",85.3,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Jr. Immelmann', 'Corkscrew', 'Corkscrew']",88.6,,4.0,,,,,,,,,
36,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",1997,B&M,2017,Steel,Inverted,Operating,3/22/1997,Williamsburg,Virginia,United States,Bolliger & Mabillard,"3,828.00",195.0,67.0,6.0,"['Chain Lift Hill', 'Immelmann', 'Loop', 'Tunnel', 'Cobra Roll', 'Block Brake', 'Zero-G Roll', 'Corkscrew']",170.0,3:10,3.7,,,,,,,,,
37,Medusa Steel Coaster,Six Flags Mexico,"Mexico City, Mexico",2014,RMC,2017,Steel,Sit Down,Operating,6/14/2014,Mexico City,Mexico City,Mexico,Rocky Mountain Construction,"3,000.00",98.0,58.0,3.0,"['Chain Lift Hill', 'Barrel Roll Downdrop', 'Zero-G Roll', 'Zero-G Roll']",,,,,,,,,,,,
39,Thunderbird,Holiday World,"Santa Claus, Ind.",2015,B&M,2017,Steel,Wing,Operating,4/25/2015,Santa Claus,Indiana,United States,Bolliger & Mabillard,"3,035.00",140.0,60.0,4.0,"['LSM Launch', 'Immelmann', 'Loop', 'Zero-G Roll', 'In-Line Twist']",,1:18,,,,,,,,,,
40,Lisebergbanan,Liseberg,"Gothenburg, Sweden",1987,Schwarz,2017,Steel,Sit Down,Operating,4/18/1987,Gothenburg,Västra Götaland,Sweden,Zierer,"4,397.00",147.7,49.7,0.0,,,,3.0,36.0,,,,,,,,
41-tie,Goliath,La Ronde,"Montreal, Quebec, Canada",2006,B&M,2017,Steel,Sit Down,Operating,5/13/2006,Montréal,Québec,Canada,Bolliger & Mabillard,"4,038.80",174.8,68.3,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",170.6,,,70.0,,,,,,,,
41-tie,Kumba,Busch Gardens Tampa,"Tampa, Fla.",1993,B&M,2017,Steel,Sit Down,Operating,4/20/1993,Tampa,Florida,United States,Bolliger & Mabillard,"3,978.00",143.0,60.0,7.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Interlocking Corkscrews']",135.0,2:54,3.8,,,,,,,,,
41-tie,Lightning Run,Kentucky Kingdom,"Louisville, Ky.",2014,Chance,2017,Steel,Sit Down,Operating,5/24/2014,Louisville,Kentucky,United States,Chance Rides,"2,500.00",,55.0,0.0,['Chain Lift Hill'],100.0,2:00,,80.0,,,,9.0,,,,
46-tie,Shock Wave,Six Flags Over Texas,"Arlington, Texas",1978,Schwarzkopf,2017,Steel,Sit Down,Operating,4/22/1978,Arlington,Texas,United States,Schwarzkopf,"3,600.00",116.0,60.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,2:00,,,,,,,,,,
46-tie,Whizzer,Six Flags Great America,"Gurnee, Ill.",1976,Schwarzkopf,2017,Steel,Sit Down,Operating,1976,Gurnee,Illinois,United States,Schwarzkopf,"3,100.00",70.0,42.0,0.0,['Electric Spiral Lift'],64.0,2:00,,,,,,,,,,
48,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",2007,B&M,2017,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,"3,108.00",205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
50,Full Throttle,Six Flags Magic Mountain,"Valencia, Calif.",2013,Premier,2017,Steel,Sit Down,Operating,6/22/2013,Valencia,California,United States,Premier Rides,"2,200.00",164.0,70.0,2.0,"['LSM Launch', 'Loop', 'Dive Drop', 'LSM Launch (multi-pass)']",,1:30,,,,,,,,,,
1,Fury 325,Carowinds,"Charlotte, N.C.",2015,B&M,2016,Steel,Sit Down,Operating,3/28/2015,Charlotte,North Carolina,United States,Bolliger & Mabillard,"6,602.00",325.0,95.0,0.0,['Chain Lift Hill'],320.0,,,81.0,,,,,,,,
2,Millennium Force,Cedar Point,"Sandusky, Ohio",2000,Intamin,2016,Steel,Sit Down,Operating,5/13/2000,Sandusky,Ohio,United States,Intamin Amusement Rides,"6,595.00",310.0,93.0,0.0,"['Cable Lift Hill', 'Over-Banked Curve', 'Tunnel', 'Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Hill', 'Tunnel', 'Over-Banked Curve']",300.0,2:20,,80.0,,,,,,,,
4,Expedition GeForce,Holiday Park,"Hassloch, Germany",2001,Intamin,2016,Steel,Sit Down,Operating,6/18/2001,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,"4,002.60",173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,1:15,4.5,82.0,,,,,,,,
5,Nitro,Six Flags Great Adventure,"Jackson, N.J.",2001,B&M,2016,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,"5,394.00",230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
8,Intimidator,Carowinds,"Charlotte, N.C.",2010,B&M,2016,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,"5,316.00",232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
9,Diamondback,Kings Island,"Mason, Ohio",2009,B&M,2016,Steel,Sit Down,Operating,4/18/2009,Mason,Ohio,United States,Bolliger & Mabillard,"5,282.00",230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,3:00,,74.0,,,,,,,,
12,Maverick,Cedar Point,"Sandusky, Ohio",2007,Intamin,2016,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,"4,450.00",105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
13,Banshee,Kings Island,"Mason, Ohio",2014,B&M,2016,Steel,Inverted,Operating,4/18/2014,Mason,Ohio,United States,Bolliger & Mabillard,"4,124.00",167.0,68.0,7.0,"['Chain Lift Hill', 'Dive Loop', 'Loop', 'Zero-G Roll', 'Pretzel Knot', 'Loop', 'In-Line Twist']",150.0,2:40,,,,,,,,,,
15,Magnum XL-200,Cedar Point,"Sandusky, Ohio",1989,Arrow,2016,Steel,Sit Down,Operating,5/6/1989,Sandusky,Ohio,United States,Arrow Dynamics,"5,106.00",205.0,72.0,0.0,"['Chain Lift Hill', 'Tunnel', 'Tunnel', 'Tunnel']",194.7,2:00,,60.0,,,,,,,,
16,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",2011,RMC,2016,Steel,Sit Down,Operating,4/22/2011,Arlington,Texas,United States,Rocky Mountain Construction,"4,200.00",153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,,,79.0,,,,,,,,
17,Intimidator 305,Kings Dominion,"Doswell, Va.",2010,Intamin,2016,Steel,Sit Down,Operating,4/2/2010,Doswell,Virginia,United States,Intamin Amusement Rides,"5,100.00",305.0,90.0,0.0,['Cable Lift Hill'],300.0,3:00,,85.0,,,,,,,,
18,Wicked Cyclone,Six Flags New England,"Agawam, Mass.",2015,RMC,2016,Steel,Sit Down,Operating,5/24/2015,Agawam,Massachusetts,United States,Rocky Mountain Construction,"3,320.00",109.0,55.0,3.0,"['Chain Lift Hill', 'Zero-G Stall', 'Zero-G Roll', 'Zero-G Roll']",,,,78.0,,,,,,,,
20,Goliath,Six Flags Over Georgia,"Austell, Ga.",2006,B&M,2016,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,"4,480.00",200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
